상가업소번호,가게명,리뷰,evaluation,sentiment,persent
MA010120220814145908,마더린러 베이글,연어 베이글 샌드위치 맛있어요  밀도 높은 쫀득한 베이글입니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,먹어본 베이글 중 최고!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,연어샌드위치(노바)맛은 있지만 가격이 좀 비싸네요. 베이글 겉은 약간 바삭하고 안은 촉촉한 느낌이네요. 나중에 베이글 생각나면 베이글만 사와야겠어요.,(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,최애베이글,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,허니월넛 크림치즈베이글 6.1 한끼에 가격대비 비싼편. 맛은 있음.,(긍정 확률 : 0.90) 긍정,긍정,0.90
MA010120220814145908,마더린러 베이글,"마더린러 베이글은 두 번째 먹고, 노바 샌드위치와 아이스아메리카노를 세트로 시켰는데 .. 요즘 아아를 이렇게 판매하는 곳은 또 처음 봤습니다 ㅠ   얼음은 전혀 녹지 않고 원두 내린것만 꽝꽝 얼은 얼음컵 안에 넣어주시니 손으로 문질러도 살얼음이 잘녹거나 깨지지도 않고..  마치 스무디를 먹는거 같았어요 😔   원두도 직접 판매하시는거 같던데 커피를 이렇게 판매하시니… 다음엔 아아는 다시는 안먹을 것 같습니다.  또, 포트워싱턴 샌드위치는 아침 일찍이라 그런지 생각보다 밍밍하고 간이 제대로 되있지 않아서 맛이 없었습니다.  생각보다 모든면에서 실망이네요 ㅠ",(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220814145908,마더린러 베이글,존맛탱,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,쫀득하고 맛있어요 ㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,더즌 베이글 세트 구매했는데 밥솥에 데워 먹으니 찐빵 냄새랑 비슷하게 났고밀도 높고 쫀쫀하니 맛있게 잘 먹었어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,노바 샌드위치 정말 맛있어요. 훈제와 크림치즈 조합이 부드럽고 비리거나 느끼하지 않고 계속 들어가는 맛이예요~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글 진짜 맛있어요! 친절하시고 맛도 있고 좋아하는 가게 입니다!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛나요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,최애 베이글집! 에그베이글 꼬숩고 맛나여,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,아메리카노 맛없어요ㅠㅠ 물탄 커피 맛 나서 그냥 베이글만 사는게 좋을 것 같아요.. 연어베이글은 빵이 조금 질겼는데 크림치즈랑 잘 어울려서 맛있게 먹었어요,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220814145908,마더린러 베이글,노바샌드위치 짱맛~,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,럽,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220814145908,마더린러 베이글,맛잇어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"앗 사진을 안찍었네요.  우선 베이글 맛있고 먹고 나서 속도 너무 편해요.  전 에그 베이글은 빼고 나머진 좋았어요. 단 크림치즈는 기본이 좀 달아서(제가 단맛에 민감합니다. 다른분들은 괜찮을거에요) 따로 소금을 좀더 첨부해요. ( 짠걸 좋아하는건 아닌데 제입에 달아서) 그래도 선드라이드, 올리브 좋았어요.   냉동고에 베이글 3개 쌓았네요. 천천히 먹을거에요. 참 배달도 되니.. 주문하시면 되요",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,에그어니언 + 초콜릿아몬드크림치즈 먹었는데 초콜릿아몬드는 비추예요.. 초콜릿맛은 안 나고 아몬드만 엄청 많은 그냥 크림치즈일 뿐,(부정 확률 : 0.94) 부정,부정,0.94
MA010120220814145908,마더린러 베이글,자주접하지않는 베이글이지만 베이글이 이렇게 맛있구나를 알게해줌^^ 크림치즈 진짜대박임~~,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,맛있는 베이글,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글 아주 쫀득쫀득 해요 !,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글이 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,연어베이글 맛있어!!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요🥯,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,샌드위치 속재료도 많고 빵도 쫄깃하고 맛있어용,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,친절하세요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,베이글이 쫄깃해요^^,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,항상 궁금하던 베이글 맛집 샌드위치는 배송이 안되서 매장에서 구매 후 근처 공원에서 먹었습니당  매장 내 테이블이 없어서 그런지 근처 공원에 저희 같은 분 몇분 계시더라구요  근처라면 자주 먹었을텐데 멀리서 와서 샌드위치 먹기보다는 배송으로 베이글이랑 크림치즈 시켜서 집에서 먹기 좋을것 같아요:)  속 더부룩한거 없이 속 편하고 든든해요-! 조만간 배송으로 크림치즈 도전입니당,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220814145908,마더린러 베이글,"기대가 컸나봐요. 가격에 비해 안에 내용물이 너무 부실해요. 노바 연어 샌드위치 시켰는데 안에 연어가 거의 없고 토마토 양상추만 가득; 제대로 된 연어 한 조각 없이 찌그러기? 같은 부스러기 사이즈 연어 조금. 베이글은 베이글 따로, 안에 크림치즈 가격 따로 받는데 이것도 연어 베이글이 아니라 연어향 베이글로 이름을 바꾸셔야할듯.. 직원분들 친절하고 음식도 신선했지만 가격대비 양 내용물은 영~ 아니였네요.",(부정 확률 : 0.78) 부정,부정,0.78
MA010120220814145908,마더린러 베이글,빵 맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,필리치즈샌드위치가 맛있어요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,6년만에 와보네요 여전히 인기 좋아요..,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,빵이 엄청 쫄깃하네요. 크림도 질이 달라요 그치만 비싸서 자주는 못 먹을 것 같아요ㅠ,(긍정 확률 : 0.95) 긍정,긍정,0.95
MA010120220814145908,마더린러 베이글,이대앞명물!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,비싼크림치즈&평범한베이글,(긍정 확률 : 0.91) 긍정,긍정,0.91
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,😀,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,처음먹는데 하나다먹으면 엄청배불러요 시나몬맛으로 골랐는데 맛이약한거같아요,(긍정 확률 : 0.92) 긍정,긍정,0.92
MA010120220814145908,마더린러 베이글,저는 훈제연어 샌드위치를 하나만 포장해온것을 매우 후회했습니다,(긍정 확률 : 0.92) 긍정,긍정,0.92
MA010120220814145908,마더린러 베이글,진심 맛있어요!!! 더부륵 한 느낌도 없고 역대급 베이글 입니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,오 이렇게 부드럽다니,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,직원분들 모두 너무 친절하셔서 기분좋게 먹었어요! 쫀득한 베이글은 최고입니다♡,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,간판과 가게앞 문구에서 느껴지는 베이글에 대한 자신감 때문에 이끌려 들어가게 되었는데 실망시키지 않는 맛이었어요. 쫄깃한 베이글이 매력적이었습니다~ 베이글 맛이랑 수제크림치즈 맛도 다양하니 취향껏 드실수 있을거예요!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,근처 공원에서 먹기 좋아요!  다음에는 샌드위치로 먹어보고 싶어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,유명하다고 해서 벼르다가 드디어 다녀온!! 매우 쫄깃한 스타일의 베이글👍🏼 낮 12시쯤 갔는데 블루베리베이글 품절 ㅜㅜ 담엔 택배로 시켜먹을 예정,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,세상에서 제일 맛있는 샌드위치  개인적으로 노바샌드위치보다 포트워싱턴이 더 맛있음,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,친절해요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,이대 앞 베이글 맛집이에요! 크림치즈가 정말.... 진짜 너무 맛있어요 크림치즈만 사서 다른 빵에도 발라먹고 싶을 정도ㅠㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,맛있어요!!💕💕,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,비싼데 베이글 샌드위치 꽉 차긴함. 베이글 빵은 무난한듯,(긍정 확률 : 0.91) 긍정,긍정,0.91
MA010120220814145908,마더린러 베이글,쏘쏘,(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220814145908,마더린러 베이글,완전 존맛탱 ㅠㅠ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"✔️노바(훈제연어) 샌드위치가 제일 특색 메뉴인 것 같아서 먹어봤다. 모든 베이글과 크림치즈를 맛보지 못한게 아쉽다. 크림치즈 종류가 매우 다양하다.  ✔️미리 잘 알아보지 못하고, 매장 식사를 할 수 있는 줄 알고 갔었다. 여긴 포장 전문이라 안에 테이블이 없다! 타 지역에서 배달도 많이 시키는 것 같다.   ✔️플레인 베이글로 만들어진 노바샌드위치의 맛은 딱 보이는 그대로의 맛이다. 훈제연어가 너무 짜지 않아서 좋았다. 양배추도 싱싱했고 크림치즈와 궁합이 좋았다. 베이글은 플레인 베이글로 기본에 충실했다.   ✔️폭신하고 부드러운 느낌보다는 쫀쫀하고 밀도높은 베이글을 좋아하는 사람에게 적절하다. 턱관절 약한 사람에겐 씹기 힘들수도!",(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,아는 분이 추천해 주셔서 가봤습니다. 베이글로 만든 샌드위치는 처음 먹어봤는데 쫀득하고 맛있어요. 앞으로도 자주 갈 생각입니다!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,👍👍👍👍👍,(긍정 확률 : 0.97) 긍정,긍정,0.97
MA010120220814145908,마더린러 베이글,처음 방문했는데 듣던대로 맛있네요! 다른 맛도 도장깨기 할 예정입니다,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,가격은 예전보다 올랐지만 맛은 같아서 좋았어요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220814145908,마더린러 베이글,"근처에 볼 일이있어서 방문. 점심시간쯤 방문했는데 실내에서 대기할 수 있는 수준이었습니다.(요즘같은 날씨에 밖에서 대기하면 엄마밥이라도 안 먹음)원하는 베이글 대부분 구입 가능했던 것 같아요. 플레인, 어니언, 에그 베이글, 훈제연어 샌드위치 구입. 밀도 높고 쪼득한 베이글이네요. 반개만 먹어도 배가 많이 부를 정도로요. 블루베리 크림치즈는 soso. 훈제연어샌디위치는 크림치즈 듬뿍. 연어도 넉넉. 야채 조합도 좋았어요.",(긍정 확률 : 0.96) 긍정,긍정,0.96
MA010120220803160054,낭만식탁,탱글탱글 맛있는 간장새우👍🏻,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,정말 맛있는데 사케동 파는 다른 식당들보다는 양 적고 비쌈... 그치만 정말 맛있음,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,정갈하게 나온 식사! 연어가 넘무 신선하고 맛있었어요! 식사 다하고 기분 좋게 배부른 느낌 오랜만이었습니다 ❤️,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,새우도 맛있는데 후리카케랑 노른자 올라가는 밥이 너무 맛있어요!!,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA010120220803160054,낭만식탁,국,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,볶음밥 맛있어요~ ^^,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,천진분식 이대점 자장면 군만두3개 가서 비 짱 중식 오이반찬 상큼 최고,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,"믿먹 믿고먹습니다,,, 완탕국밥에 군만두 세개 추가해서 먹으면 얼~마나 맛있게여",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,맛굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,굿 이대 맛집,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,좁아서 좀 답답한게 아쉬워요,(부정 확률 : 0.94) 부정,부정,0.94
MA0101202301A0088636,천진분식,너무 맛있어요 자주 가요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,"볶음밥 양도 많고 맛있어요!! 오이반찬도 많이 주시고  완탕국밥 국물까지 챙겨주십니다,,,",(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,맛있어요 ㅎㅎㅎ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,완탕없는 완탕국밥 맛집이네요,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,가성비갑 존맛,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,그ㅑ5ㅒ,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,가성비좋구요 재방문율 100%,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,굿,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,분식집이라고 되어 있지만 중식이 맛있는 곳이예요.군만두도 맛있어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,군만두가 유명하던데 전 볶음밥이 꼬슬꼬슬한게 맛있었어요.,(긍정 확률 : 0.98) 긍정,긍정,0.98
MA0101202301A0088636,천진분식,좋아요,(긍정 확률 : 0.98) 긍정,긍정,0.98
